Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
14/07/2021 06:16:16,13/07/2021,"NTS Energy Offtaken, Interconnector Exports Total",330729613,14/07/2021 11:30:00,
13/07/2021 06:16:15,12/07/2021,"NTS Energy Offtaken, Interconnector Exports Total",307563333,13/07/2021 11:30:00,
12/07/2021 06:16:07,11/07/2021,"NTS Energy Offtaken, Interconnector Exports Total",171267053,12/07/2021 11:30:00,
11/07/2021 06:16:15,10/07/2021,"NTS Energy Offtaken, Interconnector Exports Total",289839661,11/07/2021 11:30:00,
10/07/2021 06:16:13,09/07/2021,"NTS Energy Offtaken, Interconnector Exports Total",252440833,10/07/2021 11:30:00,
09/07/2021 06:16:16,08/07/2021,"NTS Energy Offtaken, Interconnector Exports Total",299009282,09/07/2021 11:30:00,
08/07/2021 06:16:15,07/07/2021,"NTS Energy Offtaken, Interconnector Exports Total",283246028,08/07/2021 11:30:00,
07/07/2021 06:16:20,06/07/2021,"NTS Energy Offtaken, Interconnector Exports Total",287671667,07/07/2021 11:30:00,
06/07/2021 06:16:15,05/07/2021,"NTS Energy Offtaken, Interconnector Exports Total",193070387,06/07/2021 11:30:00,
05/07/2021 06:16:07,04/07/2021,"NTS Energy Offtaken, Interconnector Exports Total",119777500,05/07/2021 11:30:00,
04/07/2021 06:16:06,03/07/2021,"NTS Energy Offtaken, Interconnector Exports Total",138133333,04/07/2021 11:30:00,
03/07/2021 06:16:10,02/07/2021,"NTS Energy Offtaken, Interconnector Exports Total",137505556,03/07/2021 11:30:00,
02/07/2021 06:16:20,01/07/2021,"NTS Energy Offtaken, Interconnector Exports Total",147585869,02/07/2021 11:30:00,
01/07/2021 06:16:18,30/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",146922222,01/07/2021 11:30:00,
30/06/2021 06:16:18,29/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",127366667,30/06/2021 11:30:00,
29/06/2021 06:16:05,28/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",128949297,29/06/2021 11:30:00,
28/06/2021 06:16:16,27/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",106544444,28/06/2021 11:30:00,
27/06/2021 06:16:11,26/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",131455556,27/06/2021 11:30:00,
26/06/2021 06:16:07,25/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",119577778,26/06/2021 11:30:00,
25/06/2021 06:16:10,24/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",119188889,25/06/2021 11:30:00,
24/06/2021 09:22:32,23/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",152658333,24/06/2021 11:30:00,
23/06/2021 08:41:09,22/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",153027778,23/06/2021 11:30:00,
22/06/2021 08:44:20,21/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",126297222,22/06/2021 11:30:00,
21/06/2021 09:15:11,20/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",131298611,21/06/2021 11:30:00,
20/06/2021 08:45:36,19/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",135277778,20/06/2021 11:30:00,
19/06/2021 07:51:09,18/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",156711111,19/06/2021 11:30:00,
18/06/2021 08:53:06,17/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",186524296,18/06/2021 11:30:00,
17/06/2021 08:51:21,16/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",155710565,17/06/2021 11:30:00,
16/06/2021 07:44:31,15/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",216446167,16/06/2021 11:30:00,
15/06/2021 07:35:37,14/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",151590000,15/06/2021 11:30:00,
14/06/2021 08:08:25,13/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",137218611,14/06/2021 11:30:00,
13/06/2021 08:08:48,12/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",144591749,13/06/2021 11:30:00,
12/06/2021 08:20:46,11/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",241473098,12/06/2021 11:30:00,
11/06/2021 09:50:18,10/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",274172500,11/06/2021 11:30:00,
10/06/2021 08:30:17,09/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",267695669,10/06/2021 11:30:00,
09/06/2021 08:43:37,08/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",276643672,09/06/2021 11:30:00,
08/06/2021 08:46:34,07/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",168567500,08/06/2021 11:30:00,
07/06/2021 08:47:22,06/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",187224836,07/06/2021 11:30:00,
06/06/2021 09:17:24,05/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",172808056,06/06/2021 11:30:00,
05/06/2021 08:32:07,04/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",161391111,05/06/2021 11:30:00,
04/06/2021 08:54:09,03/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",129166667,04/06/2021 11:30:00,
03/06/2021 08:45:09,02/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",147088889,03/06/2021 11:30:00,
02/06/2021 08:52:03,01/06/2021,"NTS Energy Offtaken, Interconnector Exports Total",145827778,02/06/2021 11:30:00,
