Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
22/12/2022 00:00,22/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",1856163113,27/12/2022 16:01,A
22/12/2022 00:00,22/12/2022,"NTS Energy Offtaken, Powerstations Total",660126581,23/12/2022 14:01,A
22/12/2022 00:00,22/12/2022,"NTS Energy Offtaken, Storage Injection Total",67753866,23/12/2022 12:01,L
21/12/2022 05:16,20/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",756820953,21/12/2022 11:30,
21/12/2022 00:00,21/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",54195406,28/12/2022 11:58,L
21/12/2022 00:00,21/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",1869031132,28/12/2022 11:58,L
21/12/2022 00:00,21/12/2022,"NTS Energy Offtaken, Powerstations Total",279354427,28/12/2022 11:58,L
21/12/2022 00:00,21/12/2022,"NTS Energy Offtaken, Storage Injection Total",288366171,28/12/2022 11:58,L
20/12/2022 05:16,19/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",748560344,20/12/2022 11:30,
20/12/2022 00:00,20/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",67796626,22/12/2022 16:01,A
20/12/2022 00:00,20/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",1837209080,24/12/2022 10:01,A
20/12/2022 00:00,20/12/2022,"NTS Energy Offtaken, Powerstations Total",17300325,24/12/2022 10:01,A
20/12/2022 00:00,20/12/2022,"NTS Energy Offtaken, Storage Injection Total",490414458,22/12/2022 16:01,A
19/12/2022 05:16,18/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",695176158,19/12/2022 11:30,
19/12/2022 00:00,19/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",51219611,20/12/2022 14:01,A
19/12/2022 00:00,19/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",1744185132,24/12/2022 16:01,A
19/12/2022 00:00,19/12/2022,"NTS Energy Offtaken, Powerstations Total",259636239,20/12/2022 14:01,A
19/12/2022 00:00,19/12/2022,"NTS Energy Offtaken, Storage Injection Total",507039104,20/12/2022 12:01,L
18/12/2022 05:16,17/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",680456336,18/12/2022 11:30,
18/12/2022 00:00,18/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",54896019,19/12/2022 16:01,A
18/12/2022 00:00,18/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",2325087049,24/12/2022 10:01,A
18/12/2022 00:00,18/12/2022,"NTS Energy Offtaken, Powerstations Total",226234231,19/12/2022 12:01,A
18/12/2022 00:00,18/12/2022,"NTS Energy Offtaken, Storage Injection Total",128564531,19/12/2022 12:01,L
17/12/2022 07:17,16/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",525455970,17/12/2022 11:30,
17/12/2022 00:00,17/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",63485078,19/12/2022 12:01,A
17/12/2022 00:00,17/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",2640122256,22/12/2022 16:01,A
17/12/2022 00:00,17/12/2022,"NTS Energy Offtaken, Powerstations Total",533123028,20/12/2022 14:01,A
17/12/2022 00:00,17/12/2022,"NTS Energy Offtaken, Storage Injection Total",15751692,18/12/2022 12:01,L
16/12/2022 07:39,15/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",441362540,16/12/2022 11:30,
16/12/2022 00:00,16/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",64105970,18/12/2022 12:01,A
16/12/2022 00:00,16/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",2951885023,20/12/2022 16:01,A
16/12/2022 00:00,16/12/2022,"NTS Energy Offtaken, Powerstations Total",849247484,20/12/2022 12:01,A
16/12/2022 00:00,16/12/2022,"NTS Energy Offtaken, Storage Injection Total",1194444,17/12/2022 12:01,L
15/12/2022 07:24,14/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",329358493,15/12/2022 11:30,
15/12/2022 00:00,15/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",68288531,19/12/2022 14:01,A
15/12/2022 00:00,15/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",3073894135,20/12/2022 16:01,A
15/12/2022 00:00,15/12/2022,"NTS Energy Offtaken, Powerstations Total",988700919,20/12/2022 12:01,A
15/12/2022 00:00,15/12/2022,"NTS Energy Offtaken, Storage Injection Total",0,16/12/2022 12:01,L
14/12/2022 07:42,13/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",416361268,14/12/2022 11:30,
14/12/2022 00:00,14/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",86602661,19/12/2022 14:01,A
14/12/2022 00:00,14/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",3002028766,16/12/2022 16:01,A
14/12/2022 00:00,14/12/2022,"NTS Energy Offtaken, Powerstations Total",938038509,19/12/2022 14:01,A
14/12/2022 00:00,14/12/2022,"NTS Energy Offtaken, Storage Injection Total",0,15/12/2022 12:01,L
13/12/2022 08:01,12/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",341879526,13/12/2022 11:30,
13/12/2022 00:00,13/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",85144153,14/12/2022 12:01,L
13/12/2022 00:00,13/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",2922744983,16/12/2022 16:01,A
13/12/2022 00:00,13/12/2022,"NTS Energy Offtaken, Powerstations Total",990741234,14/12/2022 14:01,A
13/12/2022 00:00,13/12/2022,"NTS Energy Offtaken, Storage Injection Total",0,14/12/2022 12:01,L
12/12/2022 07:22,11/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",380206327,12/12/2022 11:30,
12/12/2022 00:00,12/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",91270767,15/12/2022 12:01,A
12/12/2022 00:00,12/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",2873154075,16/12/2022 16:01,A
12/12/2022 00:00,12/12/2022,"NTS Energy Offtaken, Powerstations Total",1044264229,14/12/2022 12:01,A
12/12/2022 00:00,12/12/2022,"NTS Energy Offtaken, Storage Injection Total",0,13/12/2022 12:01,L
11/12/2022 08:13,10/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",442120435,11/12/2022 11:30,
11/12/2022 00:00,11/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",65315616,12/12/2022 16:01,A
11/12/2022 00:00,11/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",2629376926,14/12/2022 16:01,A
11/12/2022 00:00,11/12/2022,"NTS Energy Offtaken, Powerstations Total",992123411,12/12/2022 16:01,A
11/12/2022 00:00,11/12/2022,"NTS Energy Offtaken, Storage Injection Total",0,12/12/2022 12:01,L
10/12/2022 08:38,09/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",381855936,10/12/2022 11:30,
10/12/2022 00:00,10/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",66496353,12/12/2022 12:01,A
10/12/2022 00:00,10/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",2544759224,14/12/2022 16:01,A
10/12/2022 00:00,10/12/2022,"NTS Energy Offtaken, Powerstations Total",877926212,12/12/2022 16:01,A
10/12/2022 00:00,10/12/2022,"NTS Energy Offtaken, Storage Injection Total",17853527,11/12/2022 12:01,L
09/12/2022 08:08,08/12/2022,"NTS Energy Offtaken, Interconnector Exports Total",329157645,09/12/2022 11:30,
09/12/2022 00:00,09/12/2022,"NTS Energy Offtaken, Industrial Offtake Total",85740455,13/12/2022 12:01,A
09/12/2022 00:00,09/12/2022,"NTS Energy Offtaken, LDZ Offtake Total",2719299081,14/12/2022 16:01,A
09/12/2022 00:00,09/12/2022,"NTS Energy Offtaken, Powerstations Total",931555868,13/12/2022 12:01,A
09/12/2022 00:00,09/12/2022,"NTS Energy Offtaken, Storage Injection Total",0,10/12/2022 12:01,L
